lambda_dis,L1_mean,L1_std,MAE,MAPE
0.0,5.637248829007149,0.679581081494689,4.054461121559143,11.73730194568634
0.1,5.657586827874184,0.3931220155209303,4.0982069075107574,12.021561712026596
1.0,5.568243786692619,0.43607783038169146,3.9921659603714943,11.604281514883041
10.0,5.596091449260712,0.6460005138069391,4.03332881629467,11.54017373919487
100.0,5.668506845831871,0.5745625495910645,4.09887969493866,12.019528448581696
