memory_size,lambda_dis,L1_mean,L1_std,MAE,MAPE
8,0.0,14.246067836982078,0.2912575701032303,3.4937527314023415,11.767590045928955
8,0.1,14.115941220313758,0.2540569650018981,3.37588844689901,11.322380602359772
8,1.0,13.993326990628107,0.1829820877981304,3.377273456117616,11.166439205408096
8,10.0,14.124022158126646,0.21696034924151433,3.4890961303861765,11.10500916838646
8,100.0,14.055145073860992,0.22592745050193022,3.4916239995092373,11.280860006809235
16,0.0,14.103731318475864,0.24583409783896895,3.406513516165817,11.37244701385498
16,0.1,14.10928832701686,0.27112468438945436,3.3052811618392592,11.167504638433456
16,1.0,14.04038214846565,0.27365980814231194,3.4249983886538713,11.349514871835709
16,10.0,14.153019462729748,0.26370763044011813,3.3822000884715875,11.611254513263702
16,100.0,14.068791506048163,0.245934696634921,3.4049787926027935,11.29155382514
32,0.0,14.150956192979143,0.26114475725474884,3.4123717717884965,11.437849700450897
32,0.1,13.990367859334787,0.24543401352940405,3.449092700010015,11.006364971399307
32,1.0,14.072025820792353,0.22991645510248046,3.437469532930812,11.25897616147995
32,10.0,14.007535912336007,0.19990295302168432,3.369448002499757,11.061052232980728
32,100.0,13.92113800685678,0.24855195113137643,3.431097278263328,10.851110517978668
64,0.0,14.152219369876988,0.187632172906593,3.538942218178673,11.527727544307709
64,0.1,13.94661005386014,0.23156560482373173,3.4224987046199415,11.11677885055542
64,1.0,14.02034709607537,0.20885660575166792,3.4251908352301985,11.095505952835083
64,10.0,14.0560433599275,0.30375561144103536,3.3183129772440814,11.049721390008926
64,100.0,13.948748483848428,0.2398793916290201,3.3322909630603887,10.824942588806152
128,0.0,14.046425274027792,0.2500545118709156,3.356145549626179,10.941511392593384
128,0.1,14.193829047268162,0.24771081184840849,3.3754077850564044,11.173565685749054
128,1.0,14.167921798243375,0.16446713606172905,3.4480140899861604,11.529263108968735
128,10.0,14.197113064750177,0.16072475099107822,3.4491927116166106,11.371036618947983
128,100.0,13.972374255980949,0.2789586617237841,3.3301061640544964,10.895192623138428
