lambda_dis,L1_mean,L1_std,MAE,MAPE
0.0,14.250340521335602,0.24231023259926587,1.566505366936326,3.180023282766342
0.1,14.21140056848526,0.25717076007276773,1.5567590249702334,3.157135099172592
1.0,14.204942926764488,0.24472648242954165,1.5431265886873007,3.138197585940361
10.0,14.27394388616085,0.2907044793246314,1.50501468218863,3.125983476638794
100.0,14.221720352768898,0.19306410441640764,1.5205828556790948,3.131713345646858
