lambda_dis,L1_mean,L1_std,MAE,MAPE
0.0,2.819989691044554,0.13871926159336107,2.819989691044554,6.83436393737793
0.1,2.9553169112558217,0.1590287208292355,2.9553169112558217,7.0178404450416565
1.0,2.9434352293268438,0.1170602139162169,2.9434352293268438,6.836076080799103
10.0,2.7344100623465604,0.1064977854686672,2.7344100623465604,6.499790400266647
100.0,2.8149381957150754,0.18585270503129353,2.8149381957150754,6.877104938030243
