memory_size,L1_mean,L1_std,MAE,MAPE
8,6.202060133218765,0.5743433069437742,4.559775069355965,14.305612444877625
16,6.184319406747818,0.6929323263466358,4.568628743290901,15.191397070884705
32,6.074690520763397,0.5970256309956312,4.4571176171302795,14.090435206890106
64,6.128235012292862,0.4979469906538725,4.541970193386078,13.804778456687927
128,6.042827516794205,0.5620184540748596,4.440080970525742,13.754841685295105
