lambda_dis,L1_mean,L1_std,MAE,MAPE
0.0,2.7986353946436426,0.10260737185530025,2.7986353946436426,6.757315993309021
0.1,2.812446088318009,0.14593876420728363,2.812446088318009,6.68359249830246
1.0,2.778520029902613,0.11206183081114983,2.778520029902613,6.64093941450119
10.0,2.8033547302130355,0.16562308460636582,2.8033547302130355,6.836068630218506
100.0,2.7996997605901948,0.14780180238718496,2.7996997605901948,6.775197386741638
