memory_size,L1_mean,L1_std,MAE,MAPE
8,14.11967256243618,0.2213611629971754,3.4143635180871126,11.309345066547394
16,14.013909985396337,0.21979035570109035,3.3989123309991114,11.001817137002945
32,14.076996094574659,0.2695331171083639,3.4973198120375684,11.29712462425232
64,14.063730312623498,0.23953624574548266,3.4446200597368906,11.299701780080795
128,14.07673060921897,0.24102630503419742,3.454241782422293,11.086790263652802
