lambda_dis,L1_mean,L1_std,MAE,MAPE
0.0,14.321531355381012,0.23595806024968624,1.5166580341756344,3.007880225777626
0.1,14.402867779135704,0.20561492070555687,1.5226994752883911,3.069334663450718
1.0,14.32051107287407,0.21682051161769778,1.5600796090438962,3.0564308166503906
10.0,14.335988260805607,0.20022497896570712,1.5886859353631735,3.124922141432762
100.0,14.32320735603571,0.24291137885302305,1.625429792329669,3.160450980067253
