memory_size,L1_mean,L1_std,MAE,MAPE
8,2.846059080098215,0.15603349633205982,2.846059080098215,6.919250637292862
16,2.8256121617280487,0.1180667985358904,2.8256121617280487,6.987116485834122
32,2.730358683083033,0.19430718998313282,2.730358683083033,6.705082952976227
64,2.7630036837375878,0.11146931886685006,2.7630036837375878,6.509561836719513
128,2.7840818874912014,0.1580200905176089,2.7840818874912014,6.661637127399445
